"CONCEICAO DO ARAGUAIA","ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIZETE FIGUEIREDO","4.7"
"CONCEICAO DO ARAGUAIA","E M E I E F MATA VERDE","3.7"
"CONCEICAO DO ARAGUAIA","E M E I E F NOVA REPUBLICA","3.7"
"CONCEICAO DO ARAGUAIA","E M E I F PIO XII","5.1"
"CONCEICAO DO ARAGUAIA","E M E I E F SENHOR DO BONFIM","4.1"
"CONCEICAO DO ARAGUAIA","E M E F VINTE DE ABRIL","3.6"
"CONCEICAO DO ARAGUAIA","E R C INSTITUTO DE EDUC BASICA E PROFISSIONAL ASSEMBLEIA DE DEUS","5.1"
"CONCORDIA DO PARA","E E E F V JOAO BRAGA DE CRISTO","2.2"
"CONCORDIA DO PARA","E M E I F MISSIONARIO DANIEL BERG","3.1"
"CONCORDIA DO PARA","E M E F SANTA MARIA II","3.7"
"CONCORDIA DO PARA","E M E F SAO JOAO II","2.4"
"CONCORDIA DO PARA","E M E F SANTA LUCIA II","4.7"
"CONCORDIA DO PARA","E M E F SANTA LUZIA I","4.5"
"CONCORDIA DO PARA","E M E I F DOM PEDRO II","3.8"
"CONCORDIA DO PARA","E M E F DUQUE DE CAXIAS","4.0"
"CONCORDIA DO PARA","E M E F NSª SRª DE GUADALUPE","3.4"
"CONCORDIA DO PARA","E M E F OLAVO BILAC","2.9"
"CONCORDIA DO PARA","E M E F SANTA RITA","4.2"
"CONCORDIA DO PARA","E M E F SANTA TEREZINHA I","4.7"
"CONCORDIA DO PARA","E M E F RAIMUNDA PAIVA CELESTINO","3.8"
"CONCORDIA DO PARA","E M E F ALICE DO CARMO CARDOSO","2.7"
"CONCORDIA DO PARA","E M E F SAGRADA FAMILIA II","3.3"
"CONCORDIA DO PARA","E M E F DEP ULISSES GUIMARAES","3.4"
"CONCORDIA DO PARA","E M E F PROF ALOYSIO DA COSTA CHAVES","3.6"
"CONCORDIA DO PARA","E M E F SAO GERALDO","4.7"
"CONCORDIA DO PARA","E M E F CRISTO LIBERTADOR","3.4"
"CONCORDIA DO PARA","E M E F NOVA INACIA","2.6"
"CONCORDIA DO PARA","E M E F NOSSA SENHORA DE FATIMA","3.5"
"CUMARU DO NORTE","E M E F ZILDA PEREIRA SOARES","3.7"
"CUMARU DO NORTE","E M E F SANTA RITA DE CASSIA","4.2"
"CUMARU DO NORTE","E M E F ERMINIO BRITO","3.8"
"CURIONOPOLIS","E M E F NSRA DAS GRACAS","3.6"
"CURIONOPOLIS","E M E F SAO SEBASTIAO","3.8"
"CURIONOPOLIS","E M E F SAO BENEDITO","3.7"
"CURIONOPOLIS","E M E F RITA LIMA DE SOUSA","3.1"
"CURIONOPOLIS","E M E F JOSE RODRIGUES","4.2"
"CURIONOPOLIS","E M E F JUSCELINO KUBITSCHEK","4.3"
"CURIONOPOLIS","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANGELA MARIA CORREA BEZERRA","3.5"
"CURIONOPOLIS","E M E F PROFª MARIA BELARMINA ALVES DA SILVA","3.5"
"CURIONOPOLIS","E M E F SANTOS DUMONT","4.4"
"CURIONOPOLIS","E M E I INSTITUTO EDUCACIONAL BETEL","4.9"
"CURIONOPOLIS","E M E F ADVENTISTA MARANATA","3.9"
"CURRALINHO","EEEFM PRADO LOPES","3.6"
"CURRALINHO","E M E I F FELICIANA PERES DUARTE","2.8"
"CURRALINHO","E M E I F MASSARANDUBA","2.5"
"CURRALINHO","E M E I F SANDOVAL ALVES TEIXEIRA","2.8"
"CURRALINHO","E M E I F SAO SEBASTIAO","2.1"
"CURRALINHO","E M E I F PROFESSOR MANOEL MAGALHAES NOGUEIRA","2.4"
"CURRALINHO","E M E I F LIVRAMENTO","2.5"
"CURRALINHO","E M E I F NSRA PERPETUO SOCORRO","2.5"
"CURRALINHO","E M E I F PAU DARCO","2.2"
"CURRALINHO","E M E I F PONTA ALEGRE","3.1"
"CURRALINHO","E M E I F PORTUGAL","2.8"
"CURRALINHO","E M E I F SAO JOSE DA POVOACAO","2.8"
"CURRALINHO","E M E I F TURE","3.0"
"CURRALINHO","E M E F PREP AGROAMB PROF LINDALVA PINHO","2.9"
"CURRALINHO","E M E F FRANCISCO CHAGAS DA SILVA","3.4"
"CURRALINHO","E M E F MARIA DAS DORES SA","2.6"
"CURRALINHO","E M E I F SANTA CRUZ DO PIRIA","2.0"
"CURRALINHO","E M E I F SAO LUIZ","3.3"
"CURUA","EMEIF SAO SEBASTIAO","3.2"
"CURUA","EMEIF MANOEL GARCIA","2.8"
"CURUA","EMEIF SORAYA MARQUES CHAIB","3.4"
"CURUA","EMEIF F ISMAEL CHAVES","3.0"
"CURUA","EMEIF PROFª VALDEIZES ALMEIDA NUNES","3.5"
"CURUCA","E M E F PROFA FRANCISCA DE OLIVEIRA BLANCO","4.0"
"CURUCA","E M E F PROF JOSE MARIA HESKETH CONDURU","4.0"
"CURUCA","E M E I F M CANDORINA CAMPOS","3.4"
"CURUCA","E M E I F BAIRRO ALTO","3.5"
"CURUCA","E M E I F PROFA RAIMUNDA NUNES PINHEIRO","3.4"
"CURUCA","E M E I F BENTA COUTO LOBO","3.1"
"CURUCA","E M E F CRISTO ALVES","3.4"
"CURUCA","E M E I F PROF CLELIA FERNANDES","4.5"
"CURUCA","E M E I F JULIA SANTANA DOS SANTOS","3.7"
"CURUCA","E M E I F PROF ARTUR REGINALDO MODESTO DA SILVA","3.9"
"CURUCA","E M E F PROFA AUREA DE MORAES","3.1"
"CURUCA","E M E F CAMILO ATAIDE","3.0"
"CURUCA","E M E F JUPITER MAIA","3.6"
"CURUCA","E M E F MARIA HYLUIZA PINTO FERREIRA","3.3"
"CURUCA","E M E F JOSE ATAIDE DA SILVA","3.7"
"CURUCA","E M E F ABEL OVIDIO DE CAMPOS","3.6"
"DOM ELISEU","E M E F DIONISIO LIMA","4.3"
"DOM ELISEU","E M E F DOM ELISEU COROLLI","5.6"
"DOM ELISEU","E M E F FUNDACAO MACONICA LEONARDO LOURENCO DE QUEIROZ","4.9"
"DOM ELISEU","E M E F PROFESSOR LINDOLFO COLLOR","4.2"
"DOM ELISEU","E M E F PRES MEDICE","6.1"
"DOM ELISEU","E M E F RUI BARBOSA","3.8"
"DOM ELISEU","E M E F RUTH PASSARINHO","5.7"
"DOM ELISEU","E M E I F PROF OSVALDINA DADAM DA SILVA","3.9"
"DOM ELISEU","E M E F PRESBITERIANA FRANCISCO SOARES EMERIQUE","6.4"
"DOM ELISEU","E M E F JOAO ALMEIDA SILVA","5.7"
"DOM ELISEU","E M E F LEOPOLDO CUNHA","4.8"
"DOM ELISEU","E M E F MANOELITO SANDE DE ANDRADE","5.2"
"ELDORADO DOS CARAJAS","E M E F FRANCILANDIA","4.4"
"ELDORADO DOS CARAJAS","E M E F BENEVIDIA GOMES","4.4"
"ELDORADO DOS CARAJAS","E M E F JOERCIO FONTINELES BARBALHO","4.7"
"ELDORADO DOS CARAJAS","E M E F JOSE CARLOS","5.3"
"ELDORADO DOS CARAJAS","E M E F OURO VERDE","3.7"
"ELDORADO DOS CARAJAS","E M E F OGILVANISE MOREIRA DE MOURA","4.9"
"ELDORADO DOS CARAJAS","E M E F SANTA LUZIA","3.6"
"ELDORADO DOS CARAJAS","E M E F ANTONIO JOSE BARRETO","4.3"
"ELDORADO DOS CARAJAS","E M E F OZIEL ALVES PEREIRA","4.3"
"ELDORADO DOS CARAJAS","E M E F CONSTRUINDO CONHECIMENTO- ANEXO 1","3.3"
"FARO","E E E F MARCOS BENTES DE CARVALHO","3.6"
"FARO","E M E I F PROF MARIA CRISTINA ANDRADE DE CARVALHO","4.2"
"FARO","E M E F MARIA DO FARO LOPES CHAVES","3.1"
"FLORESTA DO ARAGUAIA","E M E F SORRISO DO ARAGUAIA","3.6"
"FLORESTA DO ARAGUAIA","E M E F PAULETTE CAMILLE MARGARET PLANCHON","3.1"
"FLORESTA DO ARAGUAIA","E M E F MONSENHOR AUGUSTO DIAS DE BRITO","4.6"
"FLORESTA DO ARAGUAIA","E M E F JOSE PEREIRA BARBOSA","3.3"
"FLORESTA DO ARAGUAIA","E M E F JOSE PINHEIRO DE SOUSA","4.0"
"GARRAFAO DO NORTE","E M E F MAGALHAES BARATA","4.1"
"GARRAFAO DO NORTE","EMEF OLAVO BILAC","2.6"
"GARRAFAO DO NORTE","E M E F PROFESSORA ELZA MARIA CORREA DANTAS","3.2"
"GARRAFAO DO NORTE","E M E F SANTA MARIA","3.3"
"GARRAFAO DO NORTE","EMEF SAO RAFAEL","3.6"
"GARRAFAO DO NORTE","EMEFI DUQUE DE CAXIAS","3.2"
"GARRAFAO DO NORTE","E M E F PACIFICO LEAO DA COSTA","2.5"
"GARRAFAO DO NORTE","E M E F JOAO LINHARES","3.4"
"GOIANESIA DO PARA","E M E I F PAULO FREIRE","3.7"
"GOIANESIA DO PARA","E M E I F EDVANDRO FERNANDES DA SILVA","3.1"
"GOIANESIA DO PARA","E M E F EJA GOV ALACID NUNES","4.0"
"GOIANESIA DO PARA","E M E I F NSRA DAS DORES","3.2"
"GOIANESIA DO PARA","EMEIF CLIDENO GOMES DA COSTA","3.5"
"GOIANESIA DO PARA","EMEIF RUI BARBOSA I","3.7"
"GOIANESIA DO PARA","EMEIF SANTA LUZIA","5.2"
"GOIANESIA DO PARA","E M E I F PEQUENO PRINCIPE","4.3"
"GOIANESIA DO PARA","E M E I E F TEORIA DO SABER","4.0"
"GOIANESIA DO PARA","E M E F PROF LUCIOLO OLIVEIRA RABELO","3.7"
"GOIANESIA DO PARA","E M E I E F NELSON PEREIRA DIAS","3.5"
"GOIANESIA DO PARA","EMEIF ANESIO GUERRA","3.7"
"GURUPA","EMEF QUINTINO TOMAS DE SOUZA","4.2"
"GURUPA","EMEF PROFº JOSE AMIL DE ALMEIDA ALHO","4.2"
"GURUPA","EMEF SAO JOSE","2.8"
"GURUPA","EMEF SAO FRANCISCO","2.7"
"GURUPA","EMEF SAO JOSE","2.9"
"GURUPA","EMEF SAO JOAO","3.0"
"GURUPA","EMEF JOSE MARIA ALVES","3.7"
"GURUPA","EMEF MARIA NEUZA MONTEIRO DA GAMA","3.3"
"GURUPA","EMEF CHICO MENDES","3.9"
"GURUPA","EMEF MANOEL JANUARIO NUNES","3.2"
"GURUPA","EMEF RAIMUNDO RIBEIRO DIAS","3.1"
"GURUPA","EMEF MARIOCAY","3.7"
"IGARAPE-ACU","EEEF ANTONIO ALVES RAMOS","3.6"
"IGARAPE-ACU","EEEF DO CURI","4.1"
"IGARAPE-ACU","EEEF JOAO PAULO II","2.8"
"IGARAPE-ACU","E M E F ODETE BARBOSA MARVAO","3.6"
"IGARAPE-ACU","E M E F FRANCISCO MIGUEL GOMES","2.9"
"IGARAPE-ACU","E M E F GERMANO MELO","3.4"
"IGARAPE-ACU","E M E F GUILHERME DE LA ROQUE","3.0"
"IGARAPE-ACU","E M E F PROFA CICERA LIMA DO NASCIMENTO","3.3"
"IGARAPE-ACU","E M E F ILTA MARIA DE SOUSA RODRIGUES","3.4"
"IGARAPE-MIRI","E M E F EBENEZER","4.6"
"IGARAPE-MIRI","E M E F ALTAIR LEMOS CARNEIRO","3.9"
"IGARAPE-MIRI","E M E F INSTITUTO NOSSA SENHORA SANTANA","5.2"
"IGARAPE-MIRI","E M E I F SANTA BARBARA","3.3"
"IGARAPE-MIRI","E M E F DOM ANTONIO MACEDO COSTA","3.2"
"IGARAPE-MIRI","E M E F MARANATA","4.2"
"IGARAPE-MIRI","E M E F GRASIELA GABRIEL","3.6"
"IGARAPE-MIRI","E M E F SANTA MARIA DO ICATU","2.9"
"IGARAPE-MIRI","E M E F BOM JESUS I","3.0"
"IGARAPE-MIRI","E M E F CAETANO CORREA LEAO","3.1"
"IGARAPE-MIRI","E M E F CENTRO EDUCACIONAL DANIEL - VILA CARIPI","2.7"
"IGARAPE-MIRI","E M E F MARILDA NUNES","3.9"
"IGARAPE-MIRI","E M E F PADRE PEDRO HERMANS - RIO MERUU","3.5"
"IGARAPE-MIRI","E M E I F EDMUNDO DANTES DE ALMEIDA","3.2"
"IGARAPE-MIRI","E M E F INACIA DE SOUSA MELO","3.5"
"IGARAPE-MIRI","E M E I F PERCILIANO TOURAO CORREA","3.5"
"IGARAPE-MIRI","E M E I F ANA DALILA FERREIRA DE OLIVEIRA","3.4"
"IGARAPE-MIRI","E M E I F PROF EURIDICE SOARES MARQUES DE SOUSA","3.3"
"IGARAPE-MIRI","E M E F SAO JOAQUIM - RIO CAJI","2.3"
"IGARAPE-MIRI","E M E F SAO JOSE","3.3"
"IGARAPE-MIRI","E M E F SAO TOME - RAMAL MARITEUA","3.1"
"IGARAPE-MIRI","E M E F ANTONIO LOPES DA COSTA","3.8"
"IGARAPE-MIRI","E M E F BOM JESUS","3.0"
"IGARAPE-MIRI","E M E F MANOEL PATRICIO - RIO SAO LOURENCO","1.9"
"IGARAPE-MIRI","E M E F SEBASTIANA PENA PANTOJA DE ARAUJO - RIO SAO LOURENCO","2.7"
"IGARAPE-MIRI","E M E F ALVARO VARGES DE ARAUJO","3.3"
"IGARAPE-MIRI","E M E F JOSE VITORINO PENA DE MORAES","2.7"
"INHANGAPI","E E E F ARISTIDES SANTA ROSA","3.2"
"INHANGAPI","E M E F ORLANDO MARQUES DA PIEDADE","3.2"
"IPIXUNA DO PARA","E M E F DR FERNANDO GUILHON","4.1"
"IPIXUNA DO PARA","E M E F TIRADENTES","3.8"
"IPIXUNA DO PARA","E M E F BOM PASTOR","4.0"
"IPIXUNA DO PARA","E M E F PALHETA BATISTA I","3.7"
"IPIXUNA DO PARA","E M E F RAIMUNDA MAIA PINHEIRO","4.1"
"IPIXUNA DO PARA","E M E F STO ANTONIO","3.6"
"IPIXUNA DO PARA","E M E F PROFª ANTONINA WALDEVINO DOS SANTOS","4.1"
"IPIXUNA DO PARA","E M E F ANTONIO MARQUES","4.3"
"IPIXUNA DO PARA","E M E F MARIA PEREIRA FREIRE","4.6"
"IPIXUNA DO PARA","E M E F PROF ADELIA CARVALHO SODRE","3.5"
"IRITUIA","E M E F PROFESSOR FRANCISCO NUNES","3.6"
"IRITUIA","E M E F PE MARINO CONTTI","3.7"
"IRITUIA","E M E F ALACID NUNES","4.5"
"IRITUIA","E M E I F DO ITABOCAL","3.7"
"IRITUIA","E M E F NICOLAU NERES DA SILVA","4.1"
"ITAITUBA","E M E F ENG FERNANDO GUILHON","3.7"
"ITAITUBA","E M E I F PADRE JOSE DE ANCHIETA","3.5"
"ITAITUBA","E M E I F DUQUE DE CAXIAS","4.0"
"ITAITUBA","E M E F MAGALHAES BARATA","3.7"
"ITAITUBA","E M E I F RAIMUNDO LOPES GASPAR","2.3"
"ITAITUBA","E M E F INTEGRACAO NACIONAL","3.2"
"ITAITUBA","E M E F MARIA OLIVEIRA DE MENDONCA","3.2"
"ITAITUBA","E M E I F PROF JUVENCIO CORREA","3.1"
"ITAITUBA","E M E I F PROFESSORA HELENA CIRINO","3.8"
"ITAITUBA","E M E I F JARDIM DO OURO","3.5"
"ITAITUBA","E M E F BRIG HAROLDO COIMBRA VELOSO","4.1"
"ITAITUBA","E M E F CARLOS SARMENTO","3.1"
"ITAITUBA","E M E F CORONEL RAIMUNDO PEREIRA BRASIL","3.2"
"ITAITUBA","E M E I F DOM PEDRO I","4.4"
"ITAITUBA","E M E I F CESAR ALMEIDA","2.6"
"ITAITUBA","E M E I F CORONEL FONTOURA","4.4"
"ITAITUBA","E M E F ROTARYANO DEJALMA SERIQUE","4.0"
"ITAITUBA","E M E I E F PROFª MARIA PEREIRA DA SILVA","2.1"
"ITAITUBA","E M E I F PRES CASTELO BRANCO","3.5"
"ITAITUBA","E M E I F M ENG FRANCISCO BARROS","3.0"
"ITAITUBA","E M E F PROF MARIA FRANCISCA DE PAIVA MACEDO","2.1"
"ITAITUBA","E M E I F SAO FRANCISCO DAS CHAGAS","3.3"
"ITAITUBA","E M E I F SAO TOME","4.2"
"ITAITUBA","E M E I F A MAO COOPERADORA","5.2"
"ITAITUBA","E M E I F PROF MARIA DO SOCORRO BENTES LEITE","3.6"
"ITAITUBA","E M E F MARIA DA CONSOLACAO DE MENDONCA CERQUEIRA","3.7"
"ITAITUBA","E M E I F ANTONIO GONZAGA BARROS","3.8"
"ITAITUBA","E M E I F MARIA APARECIDA DE SOUZA COSTA","3.5"
"ITAITUBA","E M E I F A MAO COOPERADORA III","4.1"
"ITAITUBA","E M E F MANANCIAL DO SABER","3.8"
"ITAITUBA","E M E I E F GILDA LIMA DO CARMO","4.0"
"ITAITUBA","E M E I F AGUIA DO SABER","3.9"
"ITAITUBA","E M E I F O MUNDO DA CRIANCA","3.7"
"ITAITUBA","E M E I F MARANATA","2.8"
"ITAITUBA","E M E F BARAO DO RIO BRANCO","4.0"
"ITUPIRANGA","EMEF ANTONIO BRAGA E CHAVES","4.2"
"ITUPIRANGA","E M E F PAULO FREIRE","3.4"
"ITUPIRANGA","EEEF BRASIL TROPICAL","3.3"
"ITUPIRANGA","EEEF GETULIO VARGAS","3.4"
"ITUPIRANGA","E M E F JARBAS GONCALVES PASSARINHO","2.9"
"ITUPIRANGA","E M E F JOSE INOCENTE JUNIOR","3.1"
"ITUPIRANGA","E M E F SERAFINA CARVALHO","3.7"
"ITUPIRANGA","E M E I F VALDECI LIMA SOARES","4.3"
"ITUPIRANGA","E M E F ULISSES GUIMARAES URBANA","3.6"
"ITUPIRANGA","E M E F MANOEL OLIVEIRA","3.7"
"ITUPIRANGA","E M E F SANTA MARIA","3.9"
"ITUPIRANGA","E M E F DEODORO DE MENDONCA","3.8"
"ITUPIRANGA","E M E F RACHEL DE QUEIROZ","3.8"
"ITUPIRANGA","E M E F VINICIUS DE MORAES","3.2"
"JACAREACANGA","E M E I F PROF MARIA EMILIA","3.2"
"JACAREACANGA","E M E F CARMEM VALENTE DA SILVA","2.8"
"JACUNDA","E M E I F ARCO-IRIS","3.0"
"JACUNDA","E M E F CRISTO REI","4.0"
"JACUNDA","E M E F CRIANCA FELIZ","4.0"
"JACUNDA","E M E F ESTER ANDRADE DOS SANTOS","4.0"
"JACUNDA","EMEF TEODOMIRO NETO","3.3"
"JACUNDA","E M E F ROSALIA CORREIA","3.6"
"JACUNDA","E M E F RUI BARBOSA","3.8"
"JACUNDA","E M E F SAO FRANCISCO","3.8"
"JACUNDA","E M E F CAMINHO PARA O FUTURO","3.4"
"JACUNDA","E M E F PAULO GERMANO","3.6"
"JACUNDA","E M E F WANDERLINA LOPES PEDRA MOREIRA","4.1"
"JACUNDA","E M E F CENTRO COMUNITARIO","4.0"
"JACUNDA","E M E F TANCREDO DE ALMEIDA NEVES","4.0"
"JURUTI","EEEF CASTELO BRANCO","3.9"
"JURUTI","E E E F NOSSA SENHORA DA SAUDE","3.9"
"JURUTI","E M E F GETULIO VARGAS","3.2"
"JURUTI","EMEF MARIO PEREIRA FILHO","3.6"
"JURUTI","E M E I F CARLOS BATISTA DOS SANTOS","2.8"
"JURUTI","E M E F PROF MARIA DA SILVA PEREIRA","4.2"
"JURUTI","E M E I F MARIA DA SAUDE PINHEIRO CUNHA","4.2"
"JURUTI","E M E I F NOSSA SRA DA CONCEICAO","3.1"
"JURUTI","E M E I F MIRIAM BENITAH","3.4"
"JURUTI","E M E F ZELINDA DE SOUSA GUIMARAES","3.9"
"JURUTI","E M E I F MANOEL TEIXEIRA","2.9"
"JURUTI","E M E I F SEBASTIAO MARIALVA DA SILVA","3.0"
"JURUTI","E M E I F TEOFILO BATISTA DE LIRA","3.6"
"JURUTI","E M E F MARIA LUCIA NASCIMENTO DA SILVA","3.6"
"JURUTI","E M E F VILMA GUIMARAES DE OLIVEIRA","3.2"
"JURUTI","E M E F ELZA ALBUQUERQUE DE LIMA","3.9"
"JURUTI","E M E I F AMAURI DA SILVA MORAES","2.9"
"JURUTI","E M E F PARAISO","2.6"
"JURUTI","E M E F CLEMENTINO GUERREIRO","3.0"
"JURUTI","E M E B MANOEL PEREIRA DA CUNHA","3.2"
"JURUTI","E M E I F SABINO PINHEIRO DE MATOS","3.1"
"JURUTI","E M E I F FIRMINO ARAUJO","3.2"
"JURUTI","E M E I F LILA GALUCIO FARIAS","3.3"
"JURUTI","E M E F VER RAIMUNDO DE SOUSA COELHO","3.7"
"JURUTI","E M E I F BATISTA","4.3"
"JURUTI","E M E I F ROSA DE SARON","3.9"
"LIMOEIRO DO AJURU","E M E F DOMINGAS GOUVEIA","3.2"
"LIMOEIRO DO AJURU","E M E F PROFª LEONOR ALVES VASCONCELOS","2.7"
"LIMOEIRO DO AJURU","EMEF GUILHERME BAIA","4.0"
"LIMOEIRO DO AJURU","EMEF FRANCELINA BALIEIRO","3.2"
"LIMOEIRO DO AJURU","E M E F VILMA DE NAZARE MENDES","4.0"
"LIMOEIRO DO AJURU","E M E F ILHA CONCEICAO","3.2"
"LIMOEIRO DO AJURU","E M E F ALACY PENA VIEIRA","3.4"
"LIMOEIRO DO AJURU","E M E F PROFESSOR JACIRO PASTANA CARDOSO","3.0"
"LIMOEIRO DO AJURU","E M E F VILA DO CARMO","3.2"
"LIMOEIRO DO AJURU","E M E F MANOEL TEMISTOCLES RODRIGUES","2.7"
"LIMOEIRO DO AJURU","E M E F VEREADOR ABELARDO LEAO","3.3"
"MAE DO RIO","E M E F MARECHAL CORDEIRO DE FARIAS","3.6"
"MAE DO RIO","E M E I F OLAVO BILAC","4.1"
"MAE DO RIO","E M E I F HERACLITO PINHEIRO","3.4"
"MAE DO RIO","E M E I F SAO FRANCISCO","4.8"
"MAE DO RIO","E M E I F MANOEL BARATA","3.4"
"MAE DO RIO","E M E I F MARIA ODETE DE FREITAS","3.1"
"MAE DO RIO","E M E I F PROF CECILIA DE NAZARE","4.1"
"MAE DO RIO","E M E F CENTRO EDUCACIONAL RUI BARBOSA II","4.9"
"MAE DO RIO","E M E I F PROFESSORA ISABEL RAINHA","3.5"
"MAE DO RIO","E M E F PROGRESSO","3.4"
"MAE DO RIO","E M E I F PRAXEDES RIBEIRO","3.5"
"MAE DO RIO","E M E I F SANTA MARIA","3.7"
"MAE DO RIO","E M E I F SANTA RITA DE CASSIA","4.1"
"MAE DO RIO","E M E I F VANUSA DO SOCORRO OLIVEIRA RIBEIRO","3.5"
"MAE DO RIO","E M E I F PADRE MARINO CONTTI","4.0"
"MAGALHAES BARATA","E M E I F PROF ZELIA FLEXA DA SILVA","4.0"
"MARABA","E M E F MARIA DE JESUS ALVES SOARES","4.6"
"MARABA","E M E F ELCIONE BARBALHO","4.4"
"MARABA","E M E F AUGUSTO BASTOS MORBACH","4.5"
"MARABA","E M E F ODILIO MAIA","4.0"
"MARABA","E M E F PEDRO MARINHO OLIVEIRA","3.6"
"MARABA","E M E F RUFINA NASCIMENTO E SILVA","3.9"
"MARABA","E M E F INACIO DE SOUZA MOITA","4.1"
"MARABA","E M E F NRA DE FATIMA","3.9"
"MARABA","E M E F FE EM DEUS","4.5"
"MARABA","E M E F FRANCISCA DE OLIVEIRA LIMA","4.8"
"MARABA","E M E F SAO JOSE","3.3"
"MARABA","E M E F HELOISA DE SOUZA CASTRO","4.3"
"MARABA","E M E F DUQUE DE CAXIAS","5.4"
"MARABA","E M E F NAGIB MUTRAN","4.2"
"MARABA","E M E F PROFª IDA VALMONT","5.1"
"MARABA","EMEF SAO FELIX","4.1"
"MARABA","E M E F SANTA ROSA II","3.4"
"MARABA","E M E F FAIXA LINDA","2.8"
"MARABA","E M E F JOAO ANASTACIO DE QUEIROZ","5.0"
"MARABA","E M E F LUZIA NUNES FERNANDES","5.1"
"MARABA","E M E F PROFESSOR JONATHAS PONTES ATHIAS","4.5"
"MARABA","E M E F ARCO IRIS","4.9"
"MARABA","E M E F AVANIR TENORIO RAMOS","4.1"
"MARABA","E M E F BASILIO MIGUEL DOS SANTOS","4.9"
"MARABA","E M E F CEL MAGALHAES BARATA","4.3"
"MARABA","E M E F ELINDA SIMPLICIO COSTA","5.2"
"MARABA","E M E F WALQUISE VIANA","4.5"
"MARABA","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE MENDONCA VERGOLINO","5.4"
"MARABA","E M E F LUTERANA","5.0"
"MARABA","E M E F PEDRO CAVALCANTE","5.0"
"MARABA","E M E F PEDRO PERES FONTENELLE","3.9"
"MARABA","E M E F PEQUENO PAJE","4.5"
"MARABA","E M E F JARBAS G PASSARINHO","3.8"
"MARABA","EMEF JOSE DE SOUZA","4.9"
"MARABA","E M E F SAO FRANCISCO","4.5"
"MARABA","E M E F PAULO UMBELINO FERREIRA","4.5"
"MARABA","E M E F DR FRANCISCO SOUSA RAMOS","4.5"
"MARABA","E M E F MARIA ILAN RODRIGUES JADAO","4.6"
"MARABA","E M E F TANCREDO NEVES","4.4"
"MARABA","E M E F ADELAIDE MOLINARI","3.9"
"MARABA","E M E F MARECHAL RONDON","3.6"
"MARABA","E M E F PROFª MIRIAN MOREIRA DOS REIS","4.2"
"MARABA","E M E F PROF RAIMUNDINHO","4.9"
"MARABA","E M E F RUI BARBOSA","3.8"
"MARABA","E M E F SILVINO SANTIS","4.4"
"MARABA","E M E F CISNE BRANCO","4.7"
"MARABA","E M E F SALOME CARVALHO","5.0"
"MARABA","E M E F JEAN PIAGET","4.5"
"MARABA","E M E F EMILIA FERREIRO","4.6"
"MARABA","E M E F MANOEL CORDEIRO NETO","4.7"
"MARABA","EMEF JOSE RODRIGUES DA GUIA","4.7"
"MARABA","EMEF PROF ALBERTINA SANDRA MOREIRA DOS REIS","4.3"
"MARABA","ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CHAPEUZINHO VERMELHO","4.8"
"MARABA","E M E F CASTRO ALVES","3.5"
"MARABA","E M E F TAPIRAPE","2.3"
"MARABA","E M E F PROFA JOSINEIDE DA SILVA TAVARES","4.5"
"MARABA","E M E F PAULO FREIRE","4.7"
"MARABA","E M E F CARLOS MARIGHELLA","2.6"
"MARABA","E M E F PROF ADAO MACHADO DA SILVA","4.0"
"MARABA","E M E F PROFª MARIA AMELIA SOARES OLIVEIRA","5.0"
"MARABA","E M E F MARIA DAS GRACAS RIBEIRO SOUSA","4.5"
"MARABA","EMEF PROFª MARIA LUCIA COSTA BICHARA","4.2"
"MARACANA","E M E F MISSIONARIO NELS NELSON","4.1"
"MARACANA","E M E F PROF ACY DE JESUS NEVES BARROS PEREIRA","3.8"
"MARACANA","E M E F ALACID DA SILVA NUNES","3.7"
"MARACANA","E M E F FRANCISCO MORAES","3.5"
"MARACANA","E M E F PROF MARIA DE LOURDES FERREIRA","4.0"
"MARACANA","E M E F STA MARIA","4.0"
"MARACANA","E M E F DR ABEL AUGUSTO DE V CHAVES","3.8"
"MARACANA","E M E F PROF NEIDE CARRERA","4.7"
"MARACANA","E M E F JARBAS PASSARINHO","3.7"
"MARACANA","E M E F DEPUTADO GERALDO MANSO PALMEIRA","3.0"
"MARACANA","E M E F JOSE BONIFACIO","4.0"
"MARACANA","ALTAIR ALVES FERREIRA","3.8"
"MARACANA","E M E F FRANCISCO NUNES","3.6"
"MARAPANIM","E M E F ELIOFAR A DA COSTA","3.6"
"MARAPANIM","E M E F PROFª ZARAH DE SOUZA TRINDADE FERREIRA","3.8"
"MARAPANIM","E M E F DRA RUTH PASSARINHO","3.6"
"MARAPANIM","E M E F PE JOSE MARIA DO VALE","4.0"
"MARAPANIM","E M E F PROF MARIETA NUNES","3.2"
"MARAPANIM","E M E F PROF VICENCIA MALCHER","3.7"
"MARAPANIM","E M E F PROF LINA VELASCO","4.0"
"MARAPANIM","E M E F PROF ENEIDA P LISBOA","3.2"
"MARAPANIM","E M E F PROFª VITORIA CIRNE DE CARVALHO","3.7"
"MARAPANIM","E M E F FRANCISCA CARVALHO CONCEICAO","3.4"
